"Candidate";"Party";"Criminal Cases";"Education";"Age";"Total Assets";"Liabilities";"Winner";"Constituency";"State";"District";"Year";"House";"Comment"
"Lalthansanga";"Zoram People’s Movement";"0";"12th Pass";"60";"27108009";"0";"Yes";"AIZAWL EAST-I";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalruatfeli Hlawndo";"IND";"0";"Post Graduate";"31";"185000";"9000";"No";"AIZAWL EAST-I";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalsanglura Ralt";"INC";"0";"Graduate Professional";"53";"68865163";"341616";"No";"AIZAWL EAST-I";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Zoramthanga";"MNF";"0";"Graduate";"79";"50295607";"0";"No";"AIZAWL EAST-I";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"B. Lalchhanzova";"Zoram People’s Movement";"0";"Post Graduate";"47";"25358766";"1442878";"Yes";"AIZAWL EAST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"B. Lalawmpu";"MNF";"0";"Graduate";"47";"82405325";"0";"No";"AIZAWL EAST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalhmachhua";"IND";"0";"Post Graduate";"47";"10000";"0";"No";"AIZAWL EAST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"P.C Lalhmingthanga";"INC";"0";"Post Graduate";"49";"15541739";"796837";"No";"AIZAWL EAST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Rothuama";"IND";"0";"12th Pass";"48";"358094";"0";"No";"AIZAWL EAST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalhlana";"Zoram People’s Movement";"0";"Post Graduate";"62";"36353500";"2200387";"Yes";"AIZAWL NORTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalnunmawia Chuaungo";"INC";"0";"Graduate";"61";"93774958";"0";"No";"AIZAWL NORTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalruatfeli Hlawndo";"IND";"0";"Post Graduate";"31";"185000";"9000";"No";"AIZAWL NORTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"R.Lalzirliana";"MNF";"0";"10th Pass";"74";"80560893";"130980";"No";"AIZAWL NORTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Dr. Vanlalthlana";"Zoram People’s Movement";"0";"Doctorate";"44";"25246519";"7935904";"Yes";"AIZAWL NORTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalrinpu";"IND";"0";"Graduate";"62";"589202";"0";"No";"AIZAWL NORTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"R. Lalrinmawia";"INC";"0";"12th Pass";"48";"31678517";"13854487";"No";"AIZAWL NORTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalsawma";"MNF";"0";"Post Graduate";"45";"28794590";"1058853";"No";"AIZAWL NORTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"K. Sapdanga";"Zoram People’s Movement";" 1";"Graduate";"65";"211381716";"17988406";"Yes";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Andrew Lalremkima Pachuau";"AAP";"0";"Post Graduate";"42";"74347430";"30935717";"No";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"C. Lalmuanpuia";"MNF";"0";"Graduate";"50";"7891111";"2079103";"No";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Chawnghmingthanga";"BJP";"0";"Graduate";"49";"705791";"0";"No";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lal Thanzara";"INC";"0";"Post Graduate";"74";"79461555";"0";"No";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalvena";"IND";"0";"8th Pass";"35";"83488";"0";"No";"AIZAWL NORTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"C. Lalsawivunga";"Zoram People’s Movement";"0";"Graduate";"61";"12946680";"1998090";"Yes";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"F.Lalremsang";"BJP";"0";"Post Graduate";"45";"23388336";"1422108";"No";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"K. Vanlalvena";"MNF";"0";"Graduate";"53";"19271473";"0";"No";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalngaihawma Pachuau";"AAP";"0";"Graduate Professional";"40";"826700";"0";"No";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalawmpuii Chawngthu";"INC";"0";"Post Graduate";"44";"3724057";"356251";"No";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Zosangliana";"IND";"0";"5th Pass";"65";"3991579";"0";"No";"AIZAWL SOUTH-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalchhuanthanga";"Zoram People’s Movement";"0";"Graduate";"66";"168461372";"3673334";"Yes";"AIZAWL SOUTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Denghmingthanga";"MNF";"0";"Graduate";"55";"34822957";"3666816";"No";"AIZAWL SOUTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Dr. Lalmalsawma Nghaka";"INC";"0";"Graduate Professional";"41";"161083519";"7000000";"No";"AIZAWL SOUTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"H. Biaklawma";"IND";"0";"Graduate";"63";"5766798";"500000";"No";"AIZAWL SOUTH-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Baryl Vanneihsangi";"Zoram People’s Movement";"0";"Post Graduate";"32";"18876050";"3500000";"Yes";"AIZAWL SOUTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"F. Lalnunmawia";"MNF";"0";"Doctorate";"50";"20313239";"5410214";"No";"AIZAWL SOUTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Rev. Dr. Zaichhawna Hlawndo";"IND";"0";"Graduate Professional";"60";"30597453";"0";"No";"AIZAWL SOUTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Rosiamngheta";"INC";"0";"Graduate";"59";"34980976";"400000";"No";"AIZAWL SOUTH-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Tbc Lalvenchhunga";"Zoram People’s Movement";"0";"12th Pass";"41";"8093905";"113317";"Yes";"AIZAWL WEST-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"R. Lalbiakthanga";"INC";"0";"12th Pass";"61";"9652675";"3490683";"No";"AIZAWL WEST-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalmawia Vanchhawng";"AAP";"0";"Graduate Professional";"38";"124676";"0";"No";"AIZAWL WEST-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Vanlalvena";"IND";"0";"8th Pass";"35";"83488";"0";"No";"AIZAWL WEST-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Zothantluanga";"MNF";"0";"Post Graduate";"69";"20519697";"2200387";"No";"AIZAWL WEST-I (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalnghinglova Hmar";"Zoram People’s Movement";" 1";"Post Graduate";"46";"37036633";"14932016";"Yes";"AIZAWL WEST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Dr. Ngurdingliana";"INC";"0";"Post Graduate";"57";"43396952";"11700000";"No";"AIZAWL WEST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"K. Laldingliana";"IND";"0";"10th Pass";"56";"20628442";"0";"No";"AIZAWL WEST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalruatkima";"MNF";"0";"Graduate";"51";"45868436";"2279037";"No";"AIZAWL WEST-II (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"V. L. Zaithanzama";"Zoram People’s Movement";"0";"10th Pass";"65";"20767394";"2617028";"Yes";"AIZAWL WEST-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Joseph Biakthianghlima";"AAP";"0";"Post Graduate";"35";"2726726";"100000";"No";"AIZAWL WEST-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"K. Lalsawmvela";"MNF";"0";"Post Graduate";"63";"52391950";"602500";"No";"AIZAWL WEST-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalhrilzeli Hlawndo";"IND";"0";"Graduate";"33";"77968";"0";"No";"AIZAWL WEST-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalsawta";"INC";"0";"Post Graduate";"77";"61808578";"0";"No";"AIZAWL WEST-III (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Lalchhandama Ralte";"MNF";"0";"Post Graduate";"51";"43899027";"6000000";"Yes";"TUIVAWL (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"Jms Dawngliana";"Zoram People’s Movement";"0";"Post Graduate";"47";"6493417";"1659368";"No";"TUIVAWL (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"K Changliana";"BJP";"0";"10th Pass";"67";"516240";"0";"No";"TUIVAWL (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"R. L. Pianmawia";"INC";"0";"12th Pass";"64";"5902237";"1268512";"No";"TUIVAWL (ST)";"MIZORAM";"AIZAWL";"2023";"Mizoram";"No Comment"
"H. Ginzalala";"Zoram People’s Movement";"0";"Post Graduate";"50";"360952042";"2286577";"Yes";"CHAMPHAI NORTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Dr. Zr Thiamsanga";"MNF";"0";"Post Graduate";"64";"50230861";"2169709";"No";"CHAMPHAI NORTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"K. Lalnunmawia";"INC";"0";"Graduate";"62";"46754000";"3750000";"No";"CHAMPHAI NORTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"P.S Zatluanga";"BJP";" 2";"Graduate";"41";"15232278";"4695017";"No";"CHAMPHAI NORTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Lt Col. Clement Lalhmingthanga";"Zoram People’s Movement";"0";"Graduate";"58";"106815076";"9919959";"Yes";"CHAMPHAI SOUTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Dr. Lallianchhunga";"INC";"0";"Doctorate";"47";"15914278";"10006904";"No";"CHAMPHAI SOUTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"T.J Lalnuntluanga";"MNF";"0";"Graduate Professional";"44";"7642291";"2430435";"No";"CHAMPHAI SOUTH (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Ramthanmawia";"MNF";"0";"Graduate Professional";"66";"131576260";"2389147";"Yes";"EAST TUIPUI (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"C.Lalnunthanga";"INC";"0";"Post Graduate";"44";"34487918";"1138039";"No";"EAST TUIPUI (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Dr.C.Lalrammawia";"Zoram People’s Movement";"0";"Doctorate";"43";"10025651";"477600";"No";"EAST TUIPUI (ST)";"MIZORAM";"CHAMPHAI";"2023";"Mizoram";"No Comment"
"Jeje Lalpekhlua";"Zoram People’s Movement";"0";"12th Pass";"32";"87752646";"3281400";"Yes";"SOUTH TUIPUI (ST)";"MIZORAM";"HNAHTHIAL";"2023";"Mizoram";"No Comment"
"C. Laldintluanga";"INC";"0";"Others";"62";"16934500";"0";"No";"SOUTH TUIPUI (ST)";"MIZORAM";"HNAHTHIAL";"2023";"Mizoram";"No Comment"
"Dr. R. Lalthangliana";"MNF";"0";"Doctorate";"67";"139073776";"0";"No";"SOUTH TUIPUI (ST)";"MIZORAM";"HNAHTHIAL";"2023";"Mizoram";"No Comment"
" Chhuanawma";"Zoram People’s Movement";"0";"12th Pass";"63";"356410732";"371343";"Yes";"TUICHANG (ST)";"MIZORAM";"KHAWZAWL";"2023";"Mizoram";"No Comment"
"C. Lalhriatpuia";"INC";"0";"Graduate";"40";"3185460";"0";"No";"TUICHANG (ST)";"MIZORAM";"KHAWZAWL";"2023";"Mizoram";"No Comment"
"Lalhmunsiam";"IND";"0";"10th Pass";"46";"435087";"0";"No";"TUICHANG (ST)";"MIZORAM";"KHAWZAWL";"2023";"Mizoram";"No Comment"
"Tawnluia";"MNF";"0";"12th Pass";"80";"17623181";"2420607";"No";"TUICHANG (ST)";"MIZORAM";"KHAWZAWL";"2023";"Mizoram";"No Comment"
"Lalfamkima";"Zoram People’s Movement";"0";"Graduate";"57";"83306871";"505204";"Yes";"KOLASIB (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"K.Lalrinliana";"MNF";"0";"12th Pass";"63";"66685966";"2108307";"No";"KOLASIB (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"R.Lalthangliana";"BJP";"0";"12th Pass";"57";"737964";"0";"No";"KOLASIB (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"S.Lalrinawma";"INC";"0";"Graduate";"41";"4507090";"1122000";"No";"KOLASIB (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Lalrinsanga Ralte";"MNF";"0";"Graduate";"45";"8570300";"2099257";"Yes";"SERLUI (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"C Lalthanfela";"Zoram People’s Movement";"0";"12th Pass";"61";"14500017";"0";"No";"SERLUI (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Lalhmachhuana";"INC";"0";"Graduate";"39";"12578665";"151551";"No";"SERLUI (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Robinson Malsawmtluanga Hma";"BJP";"0";"Graduate";"37";"5604642";"0";"No";"SERLUI (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Vl Nghaka";"IND";"0";"12th Pass";"37";"6742";"0";"No";"SERLUI (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"K. Laldawngliana";"MNF";"0";"Post Graduate";"51";"71594470";"2785537";"Yes";"TUIRIAL (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"F. Vanhmingthanga";"BJP";"0";"Graduate";"31";"115000";"0";"No";"TUIRIAL (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Henry Zodinliana Pachuau";"INC";"0";"Doctorate";"45";"104381172";"12047784";"No";"TUIRIAL (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Laltlanmawia";"Zoram People’s Movement";"0";"Graduate";"48";"110748040";"2236000";"No";"TUIRIAL (ST)";"MIZORAM";"KOLASIB";"2023";"Mizoram";"No Comment"
"Dr. Lorrain Lalpekliana Chinzah";"Zoram People’s Movement";"0";"Graduate Professional";"42";"4281824";"0";"Yes";"LAWNGTLAI EAST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"H. Biakzaua";"MNF";"0";"Graduate Professional";"56";"45208741";"2123013";"No";"LAWNGTLAI EAST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"H. Zothangliana";"INC";"0";"Post Graduate";"54";"41736351";"3240870";"No";"LAWNGTLAI EAST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Nc Muankima";"BJP";" 1";"Post Graduate";"63";"42816371";"1007866";"No";"LAWNGTLAI EAST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"C. Ngunlianchunga";"INC";"0";"8th Pass";"63";"95493791";"2200387";"Yes";"LAWNGTLAI WEST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"C. Biakchhunga";"IND";"0";"Graduate";"65";"16428646";"922116";"No";"LAWNGTLAI WEST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"J.B. Rualchhinga";"BJP";"0";"Graduate";"71";"903289532";"1264500";"No";"LAWNGTLAI WEST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Lalnunsema";"Zoram People’s Movement";"0";"Post Graduate";"51";"12392591";"0";"No";"LAWNGTLAI WEST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"V. Zirsanga";"MNF";" 2";"Post Graduate";"61";"58648841";"0";"No";"LAWNGTLAI WEST (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Rasik Mohan Chakma";"MNF";"0";"Graduate";"60";"20306364";"155821";"Yes";"TUICHAWNG (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Durjya Dhan Chakma";"BJP";"0";"Graduate";"38";"6527131";"836151";"No";"TUICHAWNG (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Hara Prasad Chakma";"INC";"0";"Graduate";"59";"194445871";"3140000";"No";"TUICHAWNG (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Shanti Jiban Chakma";"Zoram People’s Movement";" 1";"Graduate";"51";"6514799";"0";"No";"TUICHAWNG (ST)";"MIZORAM";"LAWNGTLAI";"2023";"Mizoram";"No Comment"
"Lalrinpuii";"Zoram People’s Movement";"0";"Graduate";"61";"31247121";"2300441";"Yes";"LUNGLEI EAST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Joseph Lalhimpuia";"INC";"0";"Post Graduate";"49";"25405398";"2627248";"No";"LUNGLEI EAST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Lalzuimawia";"IND";"0";"5th Pass";"64";"643136";"0";"No";"LUNGLEI EAST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Lawmawma Tochhawng";"MNF";"0";"Graduate";"67";"61766215";"2153197";"No";"LUNGLEI EAST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"V. Malsawmtluanga";"Zoram People’s Movement";" 1";"Post Graduate";"34";"25881059";"574580";"Yes";"LUNGLEI NORTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Dr. Vanlaltanpuia";"MNF";"0";"Doctorate";"48";"14471794";"2638731";"No";"LUNGLEI NORTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Eric R Zomuanpuia";"INC";"0";"Post Graduate";"45";"25224383";"2371397";"No";"LUNGLEI NORTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"K. Lalrimawia";"IND";"0";"10th Pass";"74";"579695";"0";"No";"LUNGLEI NORTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Lalramliana Papuia";"Zoram People’s Movement";"0";"Post Graduate";"49";"9983553";"404349";"Yes";"LUNGLEI SOUTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Dr K. Pachhunga";"MNF";"0";"Doctorate";"55";"18385970";"2216117";"No";"LUNGLEI SOUTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Meriam L Hrangchal";"INC";"0";"Graduate";"49";"186340602";"9294205";"No";"LUNGLEI SOUTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"T. Biaksailova";"BJP";"0";"8th Pass";"50";"3062805";"0";"No";"LUNGLEI SOUTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Zd Dengngura";"IND";"0";"Graduate";"59";"406850";"0";"No";"LUNGLEI SOUTH (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"T. Lalhlimpuia";"Zoram People’s Movement";"0";"Post Graduate";"46";"8903696";"0";"Yes";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"C. Lalrinsanga";"MNF";"0";"Graduate";"62";"31022279";"2153197";"No";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Lalnuntluanga Sailo";"IND";"0";"10th Pass";"60";"26567832";"0";"No";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Pc Lalthanliana";"INC";"0";"Graduate";"60";"20026743";"0";"No";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Pc.Mosia";"IND";"0";"8th Pass";"50";"2137587";"0";"No";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"R. Lalbiaktluang";"BJP";"0";"12th Pass";"65";"29000828";"0";"No";"LUNGLEI WEST (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"R. Rohmingliana";"MNF";"0";"Post Graduate";"51";"111313407";"2799329";"Yes";"THORANG (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"C. Lalnunnema";"Zoram People’s Movement";"0";"Graduate";"58";"18530000";"808666";"No";"THORANG (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Shanti Bikash Chakma";"BJP";"0";"Graduate Professional";"36";"412227";"0";"No";"THORANG (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Zodintluanga Ralt";"INC";"0";"12th Pass";"61";"32310403";"2829587";"No";"THORANG (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Prova Chakma";"MNF";"0";"Post Graduate";"48";"16102278";"1100000";"Yes";"WEST TUIPUI (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Kawlhnuna";"Zoram People’s Movement";"0";"Post Graduate";"62";"16949015";"4000000";"No";"WEST TUIPUI (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Nihar Kanti Chakma";"INC";"0";"Graduate Professional";"54";"13253389";"2705529";"No";"WEST TUIPUI (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"T. Lalengthanga";"BJP";"0";"12th Pass";"69";"1690000";"0";"No";"WEST TUIPUI (ST)";"MIZORAM";"LUNGLEI";"2023";"Mizoram";"No Comment"
"Lalrintluanga Sailo";"MNF";"0";"8th Pass";"63";"59238367";"12118213";"Yes";"DAMPA (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Lalhmingthanga";"INC";"0";"Post Graduate";"48";"4520000";"0";"No";"DAMPA (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Lalramdingnghet";"IND";"0";"8th Pass";"41";"6007358";"0";"No";"DAMPA (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Vanlalhmuaka";"BJP";"0";"Graduate";"52";"3131405";"0";"No";"DAMPA (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Vanlalsailova";"Zoram People’s Movement";"0";"10th Pass";"44";"6571425";"0";"No";"DAMPA (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Robert Romawia Royte";"MNF";"0";"Post Graduate";"56";"322400039";"5036206";"Yes";"HACHHEK (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"K J Lalbiakngheta";"Zoram People’s Movement";"0";"Post Graduate";"41";"3262510";"0";"No";"HACHHEK (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Lalrindika Ralt";"INC";"0";"5th Pass";"48";"62152382";"38297900";"No";"HACHHEK (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"Malsawmtluanga";"BJP";"0";"Graduate";"47";"18682842";"0";"No";"HACHHEK (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"H. Lalzirliana";"MNF";"0";"Graduate Professional";"53";"37776399";"8039000";"Yes";"MAMIT (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
"H. Zorempuia";"Zoram People’s Movement";"0";"Post Graduate";"41";"33694959";"2884148";"No";"MAMIT (ST)";"MIZORAM";"MAMIT";"2023";"Mizoram";"No Comment"
